Total cashbook entries: 388

[0] ID: 01aeab4b-d903-465a-923f-d76e54899c62 | Date: 2026-03-18 | EntryType: ADJUSTMENT | D: 0 | C: 0 | BalAfter: 0.7 | ExtRef: null | ReqId: null | Status: ACCOUNTED | Desc: OPENING BALANCE (Reconciliation as of 2026-03-18)
[89] ID: d6de0a4e-0d5e-4655-93d6-b408dc43454a | Date: 2026-04-13 | EntryType: DISBURSEMENT | D: 0 | C: 3633 | BalAfter: 9807.04 | ExtRef: null | ReqId: f69eb3c2-3894-40e8-9df2-a90dc9df6a19 | Status: DISBURSED | Desc: Disbursement for Requisition #f69eb3c2 / 2610301700
[90] ID: 433bbcf9-a35c-405c-8889-5a85b889dc95 | Date: 2026-04-13 | EntryType: DISBURSEMENT | D: 0 | C: 205 | BalAfter: 9602.04 | ExtRef: null | ReqId: 181eb3a9-ba81-41d4-a203-025298a1484a | Status: DISBURSED | Desc: Disbursement for Requisition #181eb3a9 / 2610301927
[91] ID: 4975a47d-111c-4e42-a1be-3cf825c8af8b | Date: 2026-04-13 | EntryType: DISBURSEMENT | D: 0 | C: 108.5 | BalAfter: 9493.54 | ExtRef: null | ReqId: 92633c0a-7ca6-476d-93c1-e2a35036b117 | Status: DISBURSED | Desc: Disbursement for Requisition #92633c0a / 2610301967
[92] ID: 60d34ad6-ef05-4902-b510-5d73c970f01c | Date: 2026-04-13 | EntryType: DISBURSEMENT | D: 0 | C: 58.5 | BalAfter: 9435.04 | ExtRef: null | ReqId: ee3c0093-be8d-4f54-aecf-a66cebc46b57 | Status: DISBURSED | Desc: Disbursement for Requisition #ee3c0093 / 2610303457
[93] ID: 9936b73c-5d7b-433e-a1b8-278ae9f58d45 | Date: 2026-04-13 | EntryType: DISBURSEMENT | D: 0 | C: 310 | BalAfter: 9125.04 | ExtRef: null | ReqId: 8a0882ff-cd1a-4189-9a17-74057bb7755a | Status: DISBURSED | Desc: Disbursement for Requisition #8a0882ff / 2610304849
[94] ID: 18016e40-84c9-4872-b13d-72fe4853bf5a | Date: 2026-04-13 | EntryType: DISBURSEMENT | D: 0 | C: 361 | BalAfter: 8764.04 | ExtRef: null | ReqId: 5310ce20-2a00-45f3-97f8-2e12c2190974 | Status: DISBURSED | Desc: Disbursement for Requisition #5310ce20 / 2610304894
[95] ID: 4f8c0d66-9414-4295-92af-04a7379bb392 | Date: 2026-04-14 | EntryType: DISBURSEMENT | D: 0 | C: 511 | BalAfter: 8253.04 | ExtRef: null | ReqId: 838f3acc-30af-438d-8da2-20effe2dd21b | Status: DISBURSED | Desc: Disbursement for Requisition #838f3acc / 2610402659
[96] ID: 3a05dd1e-c4a1-4320-81c9-ccc15fcfdc70 | Date: 2026-04-16 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 18152.03 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260416.0832.W79354
[97] ID: a54cf491-3126-49b7-958c-373b7e5b6fef | Date: 2026-04-16 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 18053.04 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2610611769
[98] ID: 61acc38b-ea94-452d-94e4-fd24825060eb | Date: 2026-04-16 | EntryType: DISBURSEMENT | D: 0 | C: 6020 | BalAfter: 12033.04 | ExtRef: null | ReqId: e540c1e6-f114-454e-b51f-8382ba71a4bf | Status: DISBURSED | Desc: Disbursement for Requisition #e540c1e6 / 2610613452
[99] ID: 514e6a32-eb1d-4ce1-993c-8f915bce9a19 | Date: 2026-04-16 | EntryType: DISBURSEMENT | D: 0 | C: 4718 | BalAfter: 7315.04 | ExtRef: null | ReqId: 3184aa9e-3888-408d-8730-25c6b755ed32 | Status: DISBURSED | Desc: Disbursement for Requisition #3184aa9e / 2610603470
[100] ID: 2f5960cb-176c-4d65-9534-35787bed83a5 | Date: 2026-04-16 | EntryType: DISBURSEMENT | D: 0 | C: 1565 | BalAfter: 5750.04 | ExtRef: null | ReqId: d1499607-0237-40e3-97dc-65d0fad73306 | Status: DISBURSED | Desc: Disbursement for Requisition #d1499607 / 2610603492
[101] ID: 5bf0e9b7-ff2a-48d6-8e16-7990c560b3dd | Date: 2026-04-16 | EntryType: DISBURSEMENT | D: 0 | C: 1270 | BalAfter: 4480.04 | ExtRef: null | ReqId: 8d7cfb0a-9cf6-4498-8acc-965080193530 | Status: DISBURSED | Desc: Disbursement for Requisition #8d7cfb0a / 2610607269
[102] ID: 11fb1ee8-f98f-422c-9e76-989b10507314 | Date: 2026-04-17 | EntryType: DISBURSEMENT | D: 0 | C: 118.5 | BalAfter: 4361.54 | ExtRef: null | ReqId: bfd74ce6-f9aa-4d7e-82ca-04c96d757e09 | Status: DISBURSED | Desc: Disbursement for Requisition #bfd74ce6 / 261071954
[103] ID: 3503fde4-05d0-441a-84f5-e42f897dbe24 | Date: 2026-04-17 | EntryType: DISBURSEMENT | D: 0 | C: 461 | BalAfter: 3900.54 | ExtRef: null | ReqId: a2794ba6-9194-43ba-a334-f58934c95fbe | Status: DISBURSED | Desc: Disbursement for Requisition #a2794ba6 / 2610701616
[104] ID: e495b600-3f1d-43a5-85b7-19365bd06ecf | Date: 2026-04-17 | EntryType: DISBURSEMENT | D: 0 | C: 1012 | BalAfter: 2888.54 | ExtRef: null | ReqId: 807e3f7d-69e1-4654-ab06-e3f894251f2f | Status: DISBURSED | Desc: Disbursement for Requisition #807e3f7d / 2610713126
[105] ID: 07f550f3-5c4c-40d2-94fc-12da53a6ee7a | Date: 2026-04-17 | EntryType: DISBURSEMENT | D: 0 | C: 2515 | BalAfter: 373.54 | ExtRef: null | ReqId: f479a283-5d80-4d73-a706-07f05de38424 | Status: DISBURSED | Desc: Disbursement for Requisition #f479a283 / 2610704661
[106] ID: 3868ab65-b9ac-4e4f-8f15-ea3364d6ae97 | Date: 2026-04-17 | EntryType: INFLOW | D: 2020.2 | C: 0 | BalAfter: 2393.74 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260417.1418.R15121
[107] ID: 9b40f753-d1a1-4642-b226-de392a886d84 | Date: 2026-04-17 | EntryType: DISBURSEMENT | D: 0 | C: 20.2 | BalAfter: 2373.54 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2610705138
[108] ID: 8ae89f52-bdd6-41f3-9022-67c06b411332 | Date: 2026-04-17 | EntryType: DISBURSEMENT | D: 0 | C: 1950 | BalAfter: 423.54 | ExtRef: null | ReqId: 7091d2d3-23d1-4e17-bb1f-f7b46b9a5886 | Status: DISBURSED | Desc: Disbursement for Requisition #7091d2d3 / 2610705328
[109] ID: bd796466-e71b-4e99-86ac-bfc5949c392c | Date: 2026-04-20 | EntryType: DISBURSEMENT | D: 0 | C: 162.5 | BalAfter: 261.04 | ExtRef: null | ReqId: f0bcb359-25f4-4957-a3ff-e351597e9c61 | Status: DISBURSED | Desc: Disbursement for Requisition #f0bcb359 / 2611002976
[110] ID: 1653ad33-d6c1-4341-af89-b489934a146d | Date: 2026-04-23 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 10160.03 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260423.1346.E06075
[111] ID: 3015dcb5-d645-4cde-a4d7-965cd96f20ca | Date: 2026-04-23 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 10061.04 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2611303833
[112] ID: 20abfc12-bda5-4b12-84f7-d4ea686cdb6b | Date: 2026-04-23 | EntryType: DISBURSEMENT | D: 0 | C: 7200 | BalAfter: 2861.04 | ExtRef: null | ReqId: 2f0fa90e-3f92-4bbd-9e91-8533fc876da2 | Status: DISBURSED | Desc: Disbursement for Requisition #2f0fa90e / 2611304034
[113] ID: 9a4c94d3-e022-41bf-b2b9-a647f3ad2096 | Date: 2026-04-24 | EntryType: INFLOW | D: 9797.98 | C: 0 | BalAfter: 12659.02 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260424.0615.Z33071
[114] ID: 37b4eca8-0e65-49dd-b3c2-8460609e757e | Date: 2026-04-24 | EntryType: DISBURSEMENT | D: 0 | C: 97.98 | BalAfter: 12561.04 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2611401066
[115] ID: 20b6cc23-6b6d-4303-871f-ec90bd447537 | Date: 2026-04-24 | EntryType: DISBURSEMENT | D: 0 | C: 6365 | BalAfter: 6196.04 | ExtRef: null | ReqId: 9da11f4a-6884-41ad-8519-bb4da126986c | Status: DISBURSED | Desc: Disbursement for Requisition #9da11f4a / 2611401088
[116] ID: 2fda0c14-b556-47c5-9794-9a8a4b30d6ab | Date: 2026-04-24 | EntryType: DISBURSEMENT | D: 0 | C: 43.5 | BalAfter: 6152.54 | ExtRef: null | ReqId: 378f6b2a-21e9-46ea-a68e-71f54efae4b4 | Status: DISBURSED | Desc: Disbursement for Requisition #378f6b2a / 2611401652
[117] ID: d65f4dc3-01d9-4ebd-9f2c-ecb603d8a60c | Date: 2026-04-24 | EntryType: DISBURSEMENT | D: 0 | C: 1495 | BalAfter: 4657.54 | ExtRef: null | ReqId: a44cafeb-7d86-4101-993e-71dc56bae5ad | Status: DISBURSED | Desc: Disbursement for Requisition #a44cafeb / 2611401655
[118] ID: 504e2956-df3d-4f52-93cc-cafce36e68a8 | Date: 2026-04-24 | EntryType: DISBURSEMENT | D: 0 | C: 3935 | BalAfter: 722.54 | ExtRef: null | ReqId: 0495e9c0-ff43-4a21-a673-a77d2e1de3f7 | Status: DISBURSED | Desc: Disbursement for Requisition #0495e9c0 / 2611403947
[119] ID: 1b489c0e-3e46-4edc-9230-b1063fbf8f55 | Date: 2026-04-24 | EntryType: INFLOW | D: 17.09 | C: 0 | BalAfter: 739.63 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: Stephen Kapambwe MP260424.1439.A22762
[120] ID: 91b1e97f-b071-42a3-a19a-0cd38e499b5d | Date: 2026-04-24 | EntryType: DISBURSEMENT | D: 0 | C: 0.17 | BalAfter: 739.46 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2611405333
[121] ID: 9fdb3a5c-415a-4b62-a125-c8228f7bd1de | Date: 2026-04-27 | EntryType: DISBURSEMENT | D: 0 | C: 210 | BalAfter: 529.46 | ExtRef: null | ReqId: 387b3106-6e37-4869-9c3e-5615a0d66dde | Status: DISBURSED | Desc: Disbursement for Requisition #387b3106 / 2611701456
[122] ID: 8d394a03-ac33-4eef-a1bb-8062f3a1eb5f | Date: 2026-04-27 | EntryType: DISBURSEMENT | D: 0 | C: 58.5 | BalAfter: 470.96 | ExtRef: null | ReqId: d3025dd2-4ea7-4545-9cf1-8f5d5b5f434e | Status: DISBURSED | Desc: Disbursement for Requisition #d3025dd2 / 2611705599
[123] ID: f3843e02-4a5f-4e23-b4e1-ca767e0b89e3 | Date: 2026-04-27 | EntryType: DISBURSEMENT | D: 0 | C: 411 | BalAfter: 59.96 | ExtRef: null | ReqId: 1d8bf140-06c8-4699-8d47-59870bdf8cb1 | Status: DISBURSED | Desc: Disbursement for Requisition #1d8bf140 / 2611705987
[124] ID: 4633588f-b4dc-4c13-a57b-674c63592fed | Date: 2026-04-28 | EntryType: DISBURSEMENT | D: 0 | C: 59 | BalAfter: 0.96 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: Transaction fee / 26118012029
[125] ID: e6566abb-88bd-4bab-88e8-f5f73428ac8e | Date: 2026-04-29 | EntryType: INFLOW | D: 909.09 | C: 0 | BalAfter: 910.05 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260429.1319.D81108
[126] ID: 0ffb868e-a7d3-41fe-a505-c89b211199e9 | Date: 2026-04-29 | EntryType: DISBURSEMENT | D: 0 | C: 9.09 | BalAfter: 900.96 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2611914741
[127] ID: a00b2094-5749-4873-a9a6-f605b8b21aa0 | Date: 2026-04-29 | EntryType: DISBURSEMENT | D: 0 | C: 58.5 | BalAfter: 842.46 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: Test Disburse / 2611905314
[128] ID: 7b8c0b8d-6a74-41d2-9ca0-5e6ff4b59a62 | Date: 2026-04-29 | EntryType: DISBURSEMENT | D: 0 | C: 672 | BalAfter: 170.46 | ExtRef: null | ReqId: da6c57e3-9519-48ec-8c32-4f58981b93fd | Status: DISBURSED | Desc: Disbursement for Requisition #da6c57e3 / 2611905409
[129] ID: d17280f0-b4ed-44ac-bcd0-921e757e0f50 | Date: 2026-04-29 | EntryType: DISBURSEMENT | D: 0 | C: 58.5 | BalAfter: 111.96 | ExtRef: null | ReqId: 5885a3dc-2991-4653-805a-86f9e54f4974 | Status: DISBURSED | Desc: Disbursement for Requisition #5885a3dc / 2611905567
[130] ID: fd2de94a-bad2-4d2b-be0b-0059eba01cd1 | Date: 2026-04-30 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 10010.95 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260430.1006.K56458
[131] ID: a12a78f5-9205-4ded-ab2a-04d79b0be351 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 9911.96 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2612002861
[132] ID: f5bc82a1-7990-4a20-8b1f-f9745f8c91fe | Date: 2026-04-30 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 19810.95 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260430.1008.K56837
[133] ID: ed40fffe-b68b-4238-a861-8d81043f7124 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 19711.96 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2612002893
[134] ID: bac0702a-bf7c-409e-ac6e-b6cf7b7449f4 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 2665 | BalAfter: 17046.96 | ExtRef: null | ReqId: d597f950-66c4-4455-a966-06116b3d1fe6 | Status: DISBURSED | Desc: Disbursement for Requisition #d597f950 / 2612006350
[135] ID: 6793e916-de5e-482f-abf7-b51d5339790c | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 2515 | BalAfter: 14531.96 | ExtRef: null | ReqId: 4326db78-f5be-4a21-b14e-ec27bef3c410 | Status: DISBURSED | Desc: Disbursement for Requisition #4326db78 / 2612006292
[136] ID: 494eac7d-c2ae-4c43-9b57-eed18f26d499 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 1012 | BalAfter: 13519.96 | ExtRef: null | ReqId: 9bea3bac-2e5f-4df2-9cf6-ce2cc3a167ff | Status: DISBURSED | Desc: Disbursement for Requisition #9bea3bac / 2612006327
[137] ID: 443f99ca-7914-40d0-bc47-6a0cee560214 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 1715 | BalAfter: 11804.96 | ExtRef: null | ReqId: 83229056-49b1-4c2d-a1cb-bcf95c85828e | Status: DISBURSED | Desc: Disbursement for Requisition #83229056 / 2612006427
[138] ID: b63e556e-27b3-400f-be0f-506b92447882 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 2386.67 | BalAfter: 9418.29 | ExtRef: null | ReqId: ff02057b-4f04-48c9-9f36-186bdacfb2b9 | Status: DISBURSED | Desc: Disbursement for Requisition #ff02057b / 2612006202
[139] ID: 5e76ccc7-857d-4ce4-aa08-c28a1c94d4c7 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 3318 | BalAfter: 6100.29 | ExtRef: null | ReqId: 8a06d950-8ede-4858-a6c8-2454b3d1d873 | Status: DISBURSED | Desc: Disbursement for Requisition #8a06d950 / 2612006262
[140] ID: d2aeb3b3-3994-4ab0-bca5-5910d902f0fb | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 1765 | BalAfter: 4335.29 | ExtRef: null | ReqId: 8425111e-e50c-451d-804d-e6b531b8fa95 | Status: DISBURSED | Desc: Disbursement for Requisition #8425111e / 2612006400
[141] ID: d3c52c76-b36d-4525-82e7-eea5dbe98847 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 1215 | BalAfter: 3120.29 | ExtRef: null | ReqId: 0f5aee42-2c2c-4375-8c33-51b39919c0a2 | Status: DISBURSED | Desc: Disbursement for Requisition #0f5aee42 / 2612007602
[142] ID: aca041e3-7511-4650-8498-93a17b7d8487 | Date: 2026-04-30 | EntryType: DISBURSEMENT | D: 0 | C: 3015 | BalAfter: 105.29 | ExtRef: null | ReqId: 37015703-61a1-4fa7-b041-f7b8d715d2a0 | Status: DISBURSED | Desc: Disbursement for Requisition #37015703 / 2612006151
[143] ID: 9005484c-096f-420e-85ef-a1c8e504e6d5 | Date: 2026-05-03 | EntryType: INFLOW | D: 4949.49 | C: 0 | BalAfter: 5054.78 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260503.0840.B91401
[144] ID: e0df6def-e726-49f4-88d7-f51038e48cde | Date: 2026-05-03 | EntryType: DISBURSEMENT | D: 0 | C: 49.5 | BalAfter: 5005.28 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2612301799
[145] ID: de43c7e5-5c1f-4518-8af4-2dece61cab44 | Date: 2026-05-03 | EntryType: DISBURSEMENT | D: 0 | C: 3433 | BalAfter: 1572.28 | ExtRef: null | ReqId: 2f8d9291-f3e4-4a7e-9456-74f01bcc99fd | Status: DISBURSED | Desc: Disbursement for Requisition #2f8d9291 / 2612301823
[146] ID: 7b6d8224-3a9f-4a0b-b7bf-7ef331f875d7 | Date: 2026-05-03 | EntryType: INFLOW | D: 505.05 | C: 0 | BalAfter: 2077.33 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260503.1020.D10068
[147] ID: 171f24c1-b923-4f79-9b97-31b7094f5a58 | Date: 2026-05-03 | EntryType: DISBURSEMENT | D: 0 | C: 5.05 | BalAfter: 2072.28 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2612302755
[148] ID: 7b9f4787-6cc3-4eff-8074-6cf0d98d1cbf | Date: 2026-05-03 | EntryType: DISBURSEMENT | D: 0 | C: 1715 | BalAfter: 357.28 | ExtRef: null | ReqId: 1dbe51ad-4c82-4c2d-99f6-11dece192aa6 | Status: DISBURSED | Desc: Disbursement for Requisition #1dbe51ad / 2612312884
[149] ID: d5e5a8b9-a1fe-4076-9c0b-f2c7ac4550b6 | Date: 2026-05-03 | EntryType: DISBURSEMENT | D: 0 | C: 210 | BalAfter: 147.28 | ExtRef: null | ReqId: 6fb7c7ab-b177-4860-b47b-947d6de535a4 | Status: DISBURSED | Desc: Disbursement for Requisition #6fb7c7ab / 2612305887
[150] ID: 1ec71367-1d60-40fe-83b6-e966d623a1d0 | Date: 2026-05-04 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 10046.27 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260504.1240.F36299
[151] ID: 60fbecc4-ecc0-46ea-ae57-6c5be9a05547 | Date: 2026-05-04 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 9947.28 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2612403930
[152] ID: 2b1107f6-9b93-4ebf-a78e-60f9475f1d24 | Date: 2026-05-04 | EntryType: DISBURSEMENT | D: 0 | C: 8920 | BalAfter: 1027.28 | ExtRef: null | ReqId: 6ac78d37-c9aa-4ce0-971a-56ef3d5e8510 | Status: DISBURSED | Desc: Disbursement for Requisition #6ac78d37 / 2612404085
[153] ID: 793a8568-6db3-4a23-8978-e831b3063808 | Date: 2026-05-04 | EntryType: DISBURSEMENT | D: 0 | C: 310 | BalAfter: 717.28 | ExtRef: null | ReqId: c57d481f-3fc4-48d8-b961-4f6fb6f7e22c | Status: DISBURSED | Desc: Disbursement for Requisition #c57d481f / 2612404114
[154] ID: 5db859fe-7879-482f-b7db-e13639ca39db | Date: 2026-05-05 | EntryType: DISBURSEMENT | D: 0 | C: 361 | BalAfter: 356.28 | ExtRef: null | ReqId: c5286cf7-8d04-4e77-8317-dd1753d9bc6b | Status: DISBURSED | Desc: Disbursement for Requisition #c5286cf7 / 2612501749
[155] ID: d4c5e38c-f8b2-4203-9492-e3d655677850 | Date: 2026-05-05 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 10255.27 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260505.0841.Y26755
[156] ID: d33745c1-224c-4cd3-b1ac-1248b6f6130b | Date: 2026-05-05 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 10156.28 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2612501796
[157] ID: 65cc1788-bab8-44ff-a6ea-98b4c3e8f319 | Date: 2026-05-05 | EntryType: DISBURSEMENT | D: 0 | C: 3118 | BalAfter: 7038.28 | ExtRef: null | ReqId: 1dcc2052-4031-4d96-b22f-a0ba527291cc | Status: DISBURSED | Desc: Disbursement for Requisition #1dcc2052 / 2612502050
[158] ID: 0314bfc9-4c0c-4a0a-827f-a74895877ec0 | Date: 2026-05-05 | EntryType: DISBURSEMENT | D: 0 | C: 1465 | BalAfter: 5573.28 | ExtRef: null | ReqId: 712b8b46-f3c8-41a1-ae71-a3f7242f3a03 | Status: DISBURSED | Desc: Disbursement for Requisition #712b8b46 / 2612507019
[159] ID: c1b0dae0-0e54-409b-866f-c0cf96d95f2e | Date: 2026-05-06 | EntryType: DISBURSEMENT | D: 0 | C: 528 | BalAfter: 5045.28 | ExtRef: null | ReqId: ca8b2fba-f985-405f-9b65-cce54eab8e23 | Status: DISBURSED | Desc: Disbursement for Requisition #ca8b2fba / 2612604419
[160] ID: 0d427526-32d8-471b-a83d-329ef4f5f146 | Date: 2026-05-07 | EntryType: INFLOW | D: 1010.1 | C: 0 | BalAfter: 6055.38 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260507.0913.H30243
[161] ID: c1dcf1b8-b3f7-4bfe-b929-f95a439f56c9 | Date: 2026-05-07 | EntryType: DISBURSEMENT | D: 0 | C: 10.1 | BalAfter: 6045.28 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2612701594
[162] ID: b9384dc8-3903-4a24-ba16-2f484b57243e | Date: 2026-05-08 | EntryType: DISBURSEMENT | D: 0 | C: 732 | BalAfter: 5313.28 | ExtRef: null | ReqId: 25e2afcc-38d7-4035-9192-1e9e5024edc4 | Status: DISBURSED | Desc: Disbursement for Requisition #25e2afcc / 2612801573
[163] ID: c57a2a81-7666-4f59-88bd-95512a138e76 | Date: 2026-05-09 | EntryType: DISBURSEMENT | D: 0 | C: 5018 | BalAfter: 295.28 | ExtRef: null | ReqId: 23f7ffc0-eb1d-42c3-97ee-ff13e1495903 | Status: DISBURSED | Desc: Disbursement for Requisition #23f7ffc0 / 2612905969
[164] ID: 3d83255f-8665-4d96-91de-cabd62ded6ac | Date: 2026-05-11 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 10194.27 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260511.0755.K59397
[165] ID: bd7c849f-bfae-4c42-9b8c-f798909b05fa | Date: 2026-05-11 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 10095.28 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2613101181
[166] ID: 4c2fdb38-e510-480d-ad6d-e0a5840d7197 | Date: 2026-05-11 | EntryType: INFLOW | D: 9898.99 | C: 0 | BalAfter: 19994.27 | ExtRef: null | ReqId: null | Status: COMPLETED | Desc: LILLIAN MUBIANA MP260511.1621.J52026
[167] ID: 8f105bee-39a8-4b08-832a-552868f26407 | Date: 2026-05-11 | EntryType: DISBURSEMENT | D: 0 | C: 98.99 | BalAfter: 19895.28 | ExtRef: null | ReqId: null | Status: DISBURSED | Desc: To Blue Opus Software Technology / Split-Inflow Payment - 2613104715
[168] ID: adb091e4-c427-421f-9e9a-72f454533322 | Date: 2026-05-11 | EntryType: DISBURSEMENT | D: 0 | C: 310 | BalAfter: 19585.28 | ExtRef: null | ReqId: 8c267756-accf-4fb5-959d-b5cd2384e184 | Status: DISBURSED | Desc: Disbursement for Requisition #8c267756 / 2613104742
[169] ID: 38302ce1-8c7a-4bcb-9f64-c1af4ac27619 | Date: 2026-05-12 | EntryType: DISBURSEMENT | D: 0 | C: 762 | BalAfter: 18823.28 | ExtRef: null | ReqId: a34c5fa5-901a-4122-a45f-620317730567 | Status: DISBURSED | Desc: Disbursement for Requisition #a34c5fa5 / 2613201731
[170] ID: fe43d3b1-629d-4daf-8b4d-5349bae9f1b7 | Date: 2026-05-12 | EntryType: DISBURSEMENT | D: 0 | C: 4374.6 | BalAfter: 14448.68 | ExtRef: null | ReqId: 27489325-c173-4bf4-aa4c-8e0244ce8082 | Status: DISBURSED | Desc: Disbursement for Requisition #27489325 / 2613204533
[171] ID: b4d31dc2-5cdd-4b2d-b946-3476cb5928a0 | Date: 2026-05-12 | EntryType: DISBURSEMENT | D: 0 | C: 4375 | BalAfter: 10073.68 | ExtRef: null | ReqId: 5af08404-b2f6-462c-ae1a-42d506fdffe4 | Status: DISBURSED | Desc: Disbursement for Requisition #5af08404 / 2613204536
[172] ID: dd14dc25-430b-41c6-a869-21d421db2e9e | Date: 2026-05-12 | EntryType: DISBURSEMENT | D: 0 | C: 4375 | BalAfter: 5698.68 | ExtRef: null | ReqId: 17cf6acb-86d3-4835-b9f4-0b015bf43206 | Status: DISBURSED | Desc: Disbursement for Requisition #17cf6acb / 2613204548
[173] ID: 18fb7eb1-f223-482e-a92e-1fed326136a9 | Date: 2026-05-12 | EntryType: DISBURSEMENT | D: 0 | C: 2310 | BalAfter: 3388.68 | ExtRef: null | ReqId: e4a5e4e5-4490-4c81-a1cc-bfe5dd88d196 | Status: DISBURSED | Desc: Disbursement for Requisition #e4a5e4e5 / 2613204561
[174] ID: ea3f09d4-ab6f-4ae9-9e17-cd4275ec52e6 | Date: 2026-05-14 | EntryType: DISBURSEMENT | D: 0 | C: 153.5 | BalAfter: 3235.18 | ExtRef: null | ReqId: 1078898d-4793-4d87-9f73-430a275fc874 | Status: DISBURSED | Desc: Disbursement for Requisition #1078898d / 2613401077
[175] ID: 122b5f20-ba4d-4a58-98b8-124da6c9ca50 | Date: 2026-05-14 | EntryType: DISBURSEMENT | D: 0 | C: 1012 | BalAfter: 2223.18 | ExtRef: null | ReqId: f1ccb4c1-9d87-44cb-8562-8fd3fd1996fe | Status: DISBURSED | Desc: Disbursement for Requisition #f1ccb4c1 / 2613401578
