Total entries fetched: 271

========================================
Account: CASH_e359c84e-b42b-4b0a-b422-a2074d87d83a (25 entries)
========================================
[0] ID: 9a5f7ca2-2d91-436a-8956-b45637ad30e9 | Date: 2026-02-26 | CreatedAt: 2026-02-27T08:42:02.109042+00:00 | Type: ADJUSTMENT | Deb: 2510.5 | Cred: 0 | BalAfter: 2510.5 | Desc: Closing Adjustment (Surplus): 
[57] ID: 3bc1f5a0-9093-4616-aeac-240253547064 | Date: 2026-04-02 | CreatedAt: 2026-04-02T09:22:22.508+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 285 | BalAfter: -290981.66 | Desc: Disbursement for Requisition #60653208 / 260920392
[58] ID: 37ca6172-ccec-4ece-90fd-df00d3cff00f | Date: 2026-04-07 | CreatedAt: 2026-04-07T10:32:05.606+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -281082.67 | Desc: LILLIAN MUBIANA MP260407.1231.K45896
[59] ID: f33285b2-e6d0-4d4f-a1c9-1524fb179d5d | Date: 2026-04-07 | CreatedAt: 2026-04-07T10:32:06.272+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -281181.66 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[60] ID: a9881a64-4bed-4303-8d46-55aae7cebbab | Date: 2026-04-07 | CreatedAt: 2026-04-07T10:35:17.908+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 9685 | BalAfter: -290866.66 | Desc: Disbursement for Requisition #9a657c3e / 260970449
[61] ID: db0c75a6-dec6-47a0-9e56-3ac7e0475565 | Date: 2026-04-07 | CreatedAt: 2026-04-07T12:01:16.96+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 108.5 | BalAfter: -290975.16 | Desc: Disbursement for Requisition #6bd118cc / 260970556
[62] ID: 27bf7c02-da98-4cf8-b9cd-386b213610c4 | Date: 2026-04-08 | CreatedAt: 2026-04-08T07:22:09.364+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -281076.17 | Desc: LILLIAN MUBIANA MP260408.0921.D68752
[63] ID: b783fc2b-cdd9-4991-a0e8-0f9da1e0ef7e | Date: 2026-04-08 | CreatedAt: 2026-04-08T07:22:09.743+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -281175.16 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[64] ID: 532217b3-c56c-4364-bd41-7f07b136c8e6 | Date: 2026-04-08 | CreatedAt: 2026-04-08T07:57:18.792+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 9285 | BalAfter: -290460.16 | Desc: Disbursement for Requisition #8786a055 / 260980365
[65] ID: f1632f60-672d-4685-b5e5-608715b46c7e | Date: 2026-04-08 | CreatedAt: 2026-04-08T08:08:34.034+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 210 | BalAfter: -290670.16 | Desc: Disbursement for Requisition #06f65ea5 / 260980384
[66] ID: df551619-5bc5-4c6b-b324-7175db3e2f99 | Date: 2026-04-08 | CreatedAt: 2026-04-08T09:10:46.625+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 158.5 | BalAfter: -290828.66 | Desc: Disbursement for Requisition #69a928a0 / 260980474
[67] ID: 9ea18de9-b60c-4cf7-ad38-755bb05d2496 | Date: 2026-04-08 | CreatedAt: 2026-04-08T10:15:14.131+00:00 | Type: INFLOW | Deb: 1515.15 | Cred: 0 | BalAfter: -289313.51 | Desc: LILLIAN MUBIANA MP260408.1214.P14828
[68] ID: 91b849b6-ce1b-4fa8-b94c-bfd31cb389b9 | Date: 2026-04-08 | CreatedAt: 2026-04-08T10:15:14.872+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 15.15 | BalAfter: -289328.66 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[69] ID: 1e4fa35b-43d1-4883-8f53-4562611366ce | Date: 2026-04-08 | CreatedAt: 2026-04-08T10:22:31.381+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 158.5 | BalAfter: -289487.16 | Desc: Disbursement for Requisition #29c2139d / 260980571
[70] ID: 1dddc944-73bb-4211-a2c5-dabbf84650f2 | Date: 2026-04-08 | CreatedAt: 2026-04-08T10:23:59.824+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 310 | BalAfter: -289797.16 | Desc: Disbursement for Requisition #de5c0d36 / 260980574
[71] ID: 42e88e7b-5cc3-4d20-aab7-145483b17bc0 | Date: 2026-04-08 | CreatedAt: 2026-04-08T12:57:51.194+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 411 | BalAfter: -290208.16 | Desc: Disbursement for Requisition #4fd01d9c / 260980786
[72] ID: f70d0643-7aad-4ae6-9682-d68e4f7787fa | Date: 2026-04-08 | CreatedAt: 2026-04-08T14:39:44.48+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 461 | BalAfter: -290669.16 | Desc: Disbursement for Requisition #c2e27160 / 260980929
[73] ID: eccaefba-818d-4903-9f61-81b920bafc9d | Date: 2026-04-09 | CreatedAt: 2026-04-09T06:46:37.733+00:00 | Type: INFLOW | Deb: 9090.91 | Cred: 0 | BalAfter: -281578.25 | Desc: LILLIAN MUBIANA MP260409.0846.Y08675
[74] ID: 6c1793d3-2da7-490d-b788-b1b561cac1d6 | Date: 2026-04-09 | CreatedAt: 2026-04-09T06:46:38.229+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 90.91 | BalAfter: -281669.16 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[75] ID: fea4e60d-71c1-4ec5-bf7a-25c114932846 | Date: 2026-04-09 | CreatedAt: 2026-04-09T07:29:33.149+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 5800 | BalAfter: -287469.16 | Desc: Disbursement for Requisition #89c3ca41 / 260990227
[76] ID: a849d830-1783-492d-a183-4535a78eb6d0 | Date: 2026-04-09 | CreatedAt: 2026-04-09T07:36:06.1+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 351 | BalAfter: -287820.16 | Desc: Disbursement for Requisition #1fe6be9f / 260990232
[77] ID: 3a7be411-d5c0-43c7-a3fe-a48343b9fa62 | Date: 2026-04-09 | CreatedAt: 2026-04-09T07:41:21.152+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 712 | BalAfter: -288532.16 | Desc: Disbursement for Requisition #b3670dd7 / 260991235
[78] ID: dbae57a0-26af-4d94-8298-541955b1b08d | Date: 2026-04-09 | CreatedAt: 2026-04-09T07:45:22.978+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1810 | BalAfter: -290342.16 | Desc: Disbursement for Requisition #288a8436 / 260990238
[79] ID: dd65a36e-2b06-4dbe-838b-157d758fc5cf | Date: 2026-04-09 | CreatedAt: 2026-04-09T10:42:45.66+00:00 | Type: INFLOW | Deb: 2474.75 | Cred: 0 | BalAfter: -287867.41 | Desc: LILLIAN MUBIANA MP260409.1242.J39640
[80] ID: cfb98104-18e9-4704-887d-e1f88410c2e9 | Date: 2026-04-09 | CreatedAt: 2026-04-09T10:42:46.361+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 24.75 | BalAfter: -287892.16 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[81] ID: e64b98d9-b198-4848-abb0-788c487977df | Date: 2026-04-09 | CreatedAt: 2026-04-09T10:59:02.245+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1117 | BalAfter: -289009.16 | Desc: Disbursement for Requisition #4ac378ae / 260990405
[82] ID: 975885de-c23c-4b00-a4fd-be1d96980d14 | Date: 2026-04-09 | CreatedAt: 2026-04-09T13:18:42.281+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 108.5 | BalAfter: -289117.66 | Desc: Disbursement for Requisition #8f6365bb / 260990547
[83] ID: ae0f6626-cade-401f-98f7-f9cc089c2986 | Date: 2026-04-09 | CreatedAt: 2026-04-09T14:56:05.303+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 496 | BalAfter: -289613.66 | Desc: Disbursement for Requisition #097f41d5 / 260990633
[84] ID: 1e4fc94e-903e-4f29-ac93-84d246fb7d6d | Date: 2026-04-10 | CreatedAt: 2026-04-10T14:18:40.971+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -279714.67 | Desc: LILLIAN MUBIANA MP260410.1618.U09687
[85] ID: c1d81e23-b784-421f-9586-ba8db7a862e1 | Date: 2026-04-10 | CreatedAt: 2026-04-10T14:18:41.32+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -279813.66 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[86] ID: 1c753e1b-a20c-4ff0-baa9-5b9e1ee34f7f | Date: 2026-04-11 | CreatedAt: 2026-04-11T14:28:16.323+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 7620 | BalAfter: -287433.66 | Desc: Disbursement for Requisition #58bfb529 / 261011870
[87] ID: 45d12caa-6ebb-4bef-8e11-a0a3fbb7fe48 | Date: 2026-04-13 | CreatedAt: 2026-04-13T07:19:42.818+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -277534.67 | Desc: Moses Kalunga 9215265388
[88] ID: 7312f7ef-7023-4555-b449-c34d99feddc5 | Date: 2026-04-13 | CreatedAt: 2026-04-13T07:19:53.917+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -277633.66 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[89] ID: 3567591b-98e1-42f4-81a1-a2546eb758cb | Date: 2026-04-13 | CreatedAt: 2026-04-13T07:28:28.561+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3633 | BalAfter: -281266.66 | Desc: Disbursement for Requisition #f69eb3c2 / 261030170
[90] ID: 13d7a9eb-2bcc-4f6c-b523-856baf294c57 | Date: 2026-04-13 | CreatedAt: 2026-04-13T08:00:34.084+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 205 | BalAfter: -281471.66 | Desc: Disbursement for Requisition #181eb3a9 / 261030192
[91] ID: 42fef79e-5a1e-4c9e-a18f-16504d4de1be | Date: 2026-04-13 | CreatedAt: 2026-04-13T08:05:46.122+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 108.5 | BalAfter: -281580.16 | Desc: Disbursement for Requisition #92633c0a / 261030196
[92] ID: 21a3a637-6fbd-4c43-8607-723270715387 | Date: 2026-04-13 | CreatedAt: 2026-04-13T11:03:46.508+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 58.5 | BalAfter: -281638.66 | Desc: Disbursement for Requisition #ee3c0093 / 261030345
[93] ID: 1d8c4f93-372d-47a9-9c6c-5d81484d76d3 | Date: 2026-04-13 | CreatedAt: 2026-04-13T13:48:46.73+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 310 | BalAfter: -281948.66 | Desc: Disbursement for Requisition #8a0882ff / 261030484
[94] ID: 4ff341e0-e802-418d-ad7a-0e8387186b92 | Date: 2026-04-13 | CreatedAt: 2026-04-13T13:53:42.028+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 361 | BalAfter: -282309.66 | Desc: Disbursement for Requisition #5310ce20 / 261030489
[95] ID: cf400ebc-139d-416a-836a-f71a543b2762 | Date: 2026-04-14 | CreatedAt: 2026-04-14T07:51:38.396+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 511 | BalAfter: -282820.66 | Desc: Disbursement for Requisition #838f3acc / 261040265
[96] ID: 39fd280f-53c7-4220-a5b4-8900b45fabc8 | Date: 2026-04-16 | CreatedAt: 2026-04-16T06:33:09.312+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -273260.17 | Desc: LILLIAN MUBIANA MP260416.0832.W79354
[97] ID: 5c5c3fb0-caf4-437a-95f9-fd4e033f8ba5 | Date: 2026-04-16 | CreatedAt: 2026-04-16T06:33:14.069+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -273359.16 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[98] ID: 70d2e64d-9c1e-48b2-8d75-19a2c6338514 | Date: 2026-04-16 | CreatedAt: 2026-04-16T09:37:40.857+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 6020 | BalAfter: -279379.16 | Desc: Disbursement for Requisition #e540c1e6 / 261061345
[99] ID: a387d852-fb22-4884-ac50-f6406fb594bc | Date: 2026-04-16 | CreatedAt: 2026-04-16T09:39:33.621+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 4718 | BalAfter: -284097.16 | Desc: Disbursement for Requisition #3184aa9e / 261060347
[100] ID: 4ef32667-e1b5-42c9-8caf-69396e7d8a98 | Date: 2026-04-16 | CreatedAt: 2026-04-16T09:41:41.755+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1565 | BalAfter: -285662.16 | Desc: Disbursement for Requisition #d1499607 / 261060349
[101] ID: f62ae886-040e-49cb-8103-43379e97f155 | Date: 2026-04-16 | CreatedAt: 2026-04-16T15:43:39.01+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1270 | BalAfter: -286932.16 | Desc: Disbursement for Requisition #8d7cfb0a / 261060726
[102] ID: f747632f-e1ea-4361-886f-4b9c6a0060a3 | Date: 2026-04-17 | CreatedAt: 2026-04-17T04:05:04.803+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 118.5 | BalAfter: -287050.66 | Desc: Disbursement for Requisition #bfd74ce6 / 261071954
[103] ID: 8d642176-8f17-486e-b185-652524edeb76 | Date: 2026-04-17 | CreatedAt: 2026-04-17T06:05:34.043+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 461 | BalAfter: -287511.66 | Desc: Disbursement for Requisition #a2794ba6 / 261070161
[104] ID: 8e49a818-69b8-4374-bf3e-850a6958918a | Date: 2026-04-17 | CreatedAt: 2026-04-17T08:45:38.309+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1012 | BalAfter: -288523.66 | Desc: Disbursement for Requisition #807e3f7d / 261071312
[105] ID: 9aae1a2b-3f73-4775-ac2c-80a2ab69b563 | Date: 2026-04-17 | CreatedAt: 2026-04-17T11:32:09.455+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2515 | BalAfter: -291038.66 | Desc: Disbursement for Requisition #f479a283 / 261070466
[106] ID: 1f925359-bc6f-4275-a584-4694d3a11df3 | Date: 2026-04-17 | CreatedAt: 2026-04-17T12:19:13.822+00:00 | Type: INFLOW | Deb: 2020.2 | Cred: 0 | BalAfter: -289018.46 | Desc: LILLIAN MUBIANA MP260417.1418.R15121
[107] ID: a35db1b4-1edc-461d-922d-d29dc902a6b7 | Date: 2026-04-17 | CreatedAt: 2026-04-17T12:19:15.68+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 20.2 | BalAfter: -289038.66 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[108] ID: 4f929675-cb0d-49e0-9fe3-eff3d4e69010 | Date: 2026-04-17 | CreatedAt: 2026-04-17T12:34:14.524+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1950 | BalAfter: -290988.66 | Desc: Disbursement for Requisition #7091d2d3 / 261070532
[109] ID: 6d159ae9-b3b0-4620-8ef6-8bbc8b80097d | Date: 2026-04-20 | CreatedAt: 2026-04-20T09:32:12.355+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 162.5 | BalAfter: -291489.66 | Desc: Disbursement for Requisition #f0bcb359 / 261100297
[110] ID: 5bcbe92a-4d9a-4e1f-b27d-b2162886a8fa | Date: 2026-04-23 | CreatedAt: 2026-04-23T11:47:05.192+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -284054.67 | Desc: LILLIAN MUBIANA MP260423.1346.E06075
[111] ID: c37f22b8-db6c-4cf9-9ab5-30dd4ca2d585 | Date: 2026-04-23 | CreatedAt: 2026-04-23T11:47:05.406+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -284153.66 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[112] ID: 69583f63-30db-49d1-a9b0-a0ae34e396eb | Date: 2026-04-23 | CreatedAt: 2026-04-23T12:10:53.914+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 7200 | BalAfter: -291353.66 | Desc: Disbursement for Requisition #2f0fa90e / 261130403
[113] ID: 2dc03e76-433d-4d52-938c-b9c16b67efb8 | Date: 2026-04-24 | CreatedAt: 2026-04-24T04:15:33.387+00:00 | Type: INFLOW | Deb: 9797.98 | Cred: 0 | BalAfter: -281555.68 | Desc: LILLIAN MUBIANA MP260424.0615.Z33071
[114] ID: 9c1ee34f-cddc-4cf9-88a4-eaf38c838371 | Date: 2026-04-24 | CreatedAt: 2026-04-24T04:15:33.779+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 97.98 | BalAfter: -281653.66 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[115] ID: 3f8dec61-0b2c-47e0-bc67-c0b9b9ae2b37 | Date: 2026-04-24 | CreatedAt: 2026-04-24T04:22:55.71+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 6365 | BalAfter: -288018.66 | Desc: Disbursement for Requisition #9da11f4a / 261140108
[116] ID: c385c3e3-021d-436d-9b8a-fb8b914ebbf6 | Date: 2026-04-24 | CreatedAt: 2026-04-24T06:14:45.853+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 43.5 | BalAfter: -288062.16 | Desc: Disbursement for Requisition #378f6b2a / 261140165
[117] ID: a20d1473-16dc-4fa1-b8de-1c200c8d16a9 | Date: 2026-04-24 | CreatedAt: 2026-04-24T06:15:34.394+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1495 | BalAfter: -289557.16 | Desc: Disbursement for Requisition #a44cafeb / 261140165
[118] ID: 9bc65586-ad91-4c56-b01e-7077ef664b50 | Date: 2026-04-24 | CreatedAt: 2026-04-24T10:25:17.739+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3935 | BalAfter: -293492.16 | Desc: Disbursement for Requisition #0495e9c0 / 261140394
[119] ID: d3610b85-99d4-46bb-acfe-b185158ead04 | Date: 2026-04-24 | CreatedAt: 2026-04-24T12:40:18.012+00:00 | Type: INFLOW | Deb: 17.09 | Cred: 0 | BalAfter: -293532.07 | Desc: Stephen Kapambwe MP260424.1439.A22762
[120] ID: efa28486-3187-45cd-9af0-7438d047e165 | Date: 2026-04-24 | CreatedAt: 2026-04-24T12:40:18.793+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 0.17 | BalAfter: -293532.24 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[121] ID: 52a9c41d-950f-4476-b5ef-12b810c49841 | Date: 2026-04-27 | CreatedAt: 2026-04-27T06:07:10.487+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 210 | BalAfter: -293742.24 | Desc: Disbursement for Requisition #387b3106 / 261170145
[122] ID: 1cfb98bd-7cb2-4d21-91f5-32ffa4de0d65 | Date: 2026-04-27 | CreatedAt: 2026-04-27T14:02:52.133+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 58.5 | BalAfter: -293800.74 | Desc: Disbursement for Requisition #d3025dd2 / 261170559
[123] ID: cf22a7ae-93d3-4af2-8015-9afbcb95c509 | Date: 2026-04-27 | CreatedAt: 2026-04-27T14:40:55.551+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 411 | BalAfter: -294211.74 | Desc: Disbursement for Requisition #1d8bf140 / 261170598
[124] ID: 7f5f8674-8c93-4d8b-a626-6c095ad19fa0 | Date: 2026-04-28 | CreatedAt: 2026-04-28T21:53:48.868+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 59 | BalAfter: -294270.74 | Desc: Transaction fee / 26118012029
[125] ID: 6e6c4a0f-50cf-4080-b9e9-e7603f8a70ec | Date: 2026-04-29 | CreatedAt: 2026-04-29T11:19:33.877+00:00 | Type: INFLOW | Deb: 909.09 | Cred: 0 | BalAfter: -293361.65 | Desc: LILLIAN MUBIANA MP260429.1319.D81108
[126] ID: 0e73ffca-81b1-4c06-97c1-25ee53b2c24b | Date: 2026-04-29 | CreatedAt: 2026-04-29T11:19:34.087+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 9.09 | BalAfter: -293370.74 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[127] ID: 2cd06aca-86c1-46d6-9d4a-728b5b50d58d | Date: 2026-04-29 | CreatedAt: 2026-04-29T12:12:17.624+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 58.5 | BalAfter: -293429.24 | Desc: Test Disburse / 2611905314
[128] ID: ba3ae88b-f9ef-4a60-a14f-02cddb4f8d48 | Date: 2026-04-29 | CreatedAt: 2026-04-29T12:19:04.221+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 672 | BalAfter: -294101.24 | Desc: Disbursement for Requisition #da6c57e3 / 261190540
[129] ID: bdfbf2ed-3160-4684-b3a5-1a76b31bfc36 | Date: 2026-04-29 | CreatedAt: 2026-04-29T12:34:01.493+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 58.5 | BalAfter: -294159.74 | Desc: Disbursement for Requisition #5885a3dc / 261190556
[130] ID: 5d484e25-2848-4058-b665-ee7baf0cf01c | Date: 2026-04-30 | CreatedAt: 2026-04-30T08:06:35.588+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -284260.75 | Desc: LILLIAN MUBIANA MP260430.1006.K56458
[131] ID: 9504cb4f-2fc7-4923-97dc-ed6e2c827546 | Date: 2026-04-30 | CreatedAt: 2026-04-30T08:06:36.008+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -284359.74 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[132] ID: 19822b44-39a4-450c-babd-099aba2e2121 | Date: 2026-04-30 | CreatedAt: 2026-04-30T08:08:34.163+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -274460.75 | Desc: LILLIAN MUBIANA MP260430.1008.K56837
[133] ID: 0f0c895d-3515-402a-969f-8466964222d0 | Date: 2026-04-30 | CreatedAt: 2026-04-30T08:08:34.481+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 98.99 | BalAfter: -274559.74 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[134] ID: 9ef51198-c673-4260-8c00-644b3655f7e3 | Date: 2026-04-30 | CreatedAt: 2026-04-30T12:50:30.062+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2665 | BalAfter: -277224.74 | Desc: Disbursement for Requisition #d597f950 / 261200635
[135] ID: 6fba07f2-e82a-44db-8f76-d656b8025e7b | Date: 2026-04-30 | CreatedAt: 2026-04-30T13:20:19.293+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2515 | BalAfter: -279739.74 | Desc: Disbursement for Requisition #4326db78 / 261200629
[136] ID: 33da8de1-52ff-4a00-9daf-2df37df0b97d | Date: 2026-04-30 | CreatedAt: 2026-04-30T13:25:39.085+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1012 | BalAfter: -280751.74 | Desc: Disbursement for Requisition #9bea3bac / 261200632
[137] ID: e111212a-d857-472f-a848-87e58b59614e | Date: 2026-04-30 | CreatedAt: 2026-04-30T13:30:26.815+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1715 | BalAfter: -282466.74 | Desc: Disbursement for Requisition #83229056 / 261200642
[138] ID: 3275eac7-f78c-421b-887c-64edfbb179f2 | Date: 2026-04-30 | CreatedAt: 2026-04-30T13:55:22.807+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 2386.67 | BalAfter: -284853.41 | Desc: Disbursement for Requisition #ff02057b / 261200620
[139] ID: fba62829-9101-4d62-9d8e-edc3db9266f4 | Date: 2026-04-30 | CreatedAt: 2026-04-30T13:55:26.716+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3318 | BalAfter: -288171.41 | Desc: Disbursement for Requisition #8a06d950 / 261200626
[140] ID: 32f91f83-56ea-486d-9c08-4934b60dcfd8 | Date: 2026-04-30 | CreatedAt: 2026-04-30T14:05:04.604+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1765 | BalAfter: -289936.41 | Desc: Disbursement for Requisition #8425111e / 261200640
[141] ID: fcba10a6-d2a3-4300-bd51-d023a3463468 | Date: 2026-04-30 | CreatedAt: 2026-04-30T14:43:46.186+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1215 | BalAfter: -291151.41 | Desc: Disbursement for Requisition #0f5aee42 / 261200760
[142] ID: 0be5f047-497f-4b2c-9311-20549d963fb2 | Date: 2026-04-30 | CreatedAt: 2026-04-30T14:55:06.385+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3015 | BalAfter: -294166.41 | Desc: Disbursement for Requisition #37015703 / 261200615
[143] ID: 2f20c3a9-3a25-443f-a9f2-fb0bed4c3196 | Date: 2026-05-03 | CreatedAt: 2026-05-03T06:40:32.377+00:00 | Type: INFLOW | Deb: 4949.49 | Cred: 0 | BalAfter: -289216.92 | Desc: LILLIAN MUBIANA MP260503.0840.B91401
[144] ID: 885b0086-ce60-4de6-aba6-440b9ebf42f3 | Date: 2026-05-03 | CreatedAt: 2026-05-03T06:40:32.78+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 49.5 | BalAfter: -289266.42 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[145] ID: 0c1801e2-aab1-4265-a9c7-631a6a2d6542 | Date: 2026-05-03 | CreatedAt: 2026-05-03T06:42:04.459+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 3433 | BalAfter: -292699.42 | Desc: Disbursement for Requisition #2f8d9291 / 261230182
[146] ID: 3902f654-ce04-4b5d-a8ef-6fd4b6fc1771 | Date: 2026-05-03 | CreatedAt: 2026-05-03T08:21:19.132+00:00 | Type: INFLOW | Deb: 505.05 | Cred: 0 | BalAfter: -292194.37 | Desc: LILLIAN MUBIANA MP260503.1020.D10068
[147] ID: bef62b80-bafc-4226-82a8-c9e43b01db5b | Date: 2026-05-03 | CreatedAt: 2026-05-03T08:21:19.367+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 5.05 | BalAfter: -292199.42 | Desc: To Blue Opus Software Technology / Split-Inflow Pa
[148] ID: 35d7996f-5f5a-4c58-a2e4-260afbe1a22a | Date: 2026-05-03 | CreatedAt: 2026-05-03T08:33:44.632+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 1715 | BalAfter: -293914.42 | Desc: Disbursement for Requisition #1dbe51ad / 261231288
[149] ID: 6441887c-394e-4494-a833-76aee6f6ff8f | Date: 2026-05-03 | CreatedAt: 2026-05-03T12:34:58.785+00:00 | Type: DISBURSEMENT | Deb: 0 | Cred: 210 | BalAfter: -294124.42 | Desc: Disbursement for Requisition #6fb7c7ab / 261230588
[150] ID: 68b001e7-2802-4cee-a07a-67eccd3dd4e6 | Date: 2026-05-04 | CreatedAt: 2026-05-04T10:41:07.905573+00:00 | Type: INFLOW | Deb: 9898.99 | Cred: 0 | BalAfter: -284225.43 | Desc: A deposit of K9,898.99 has been successfully depos
[151] ID: d04a7073-c3f1-461d-952b-8ce8b661b4e4 | Date: 2026-05-04 | CreatedAt: 2026-05-04T10:41:08.645349+00:00 | Type: ADJUSTMENT | Deb: 0 | Cred: 98.99 | BalAfter: -284324.42 | Desc: Transaction Fee (1%) for Wallet Deposit - Ref: DEP
